employment_type,age,credit_score,monthly_income,loan_amount,previous_defaults,account_age,loan_enquiries,housing_type,total_expenditure,other_fixed_expenses,gross_revenue,expected_margin,business_rent,utilities_salaries,business_age,gst_registered,business_type,loan_purpose,credit_utilization,payment_history_length,savings_ratio,employment_stability,income_volatility,disposable_income_ratio,dti_ratio,loan_to_income,foir,dscr,expense_to_revenue,rental_burden,defaulted
salaried,36,686,28570,224040,2,0.5,1,owned,15626,6834,0,0.0,0,0,0.0,0,none,vehicle,0.202,1,0.178,7.5,0.278,0.2139,0.5469,0.6535,0.7861,15.3026,0.0,0.0,0
salaried,46,607,20363,327258,0,4.4,0,rent,9828,1365,0,0.0,0,0,0.0,0,none,education,0.624,56,0.343,1.5,0.239,0.4503,0.4826,1.3393,0.5497,7.4668,0.0,0.081,0
salaried,32,663,88002,1072020,0,1.5,0,owned,57084,17662,0,0.0,0,0,0.0,0,none,home,0.454,14,0.205,1.1,0.225,0.1506,0.6487,1.0151,0.8494,9.8508,0.0,0.0,1
salaried,46,643,44292,249121,1,3.8,0,owned,19700,9389,0,0.0,0,0,0.0,0,none,business,0.071,41,0.423,0.3,0.189,0.3432,0.4448,0.4687,0.6568,21.3352,0.0,0.0,0
self_employed,24,668,26449,114748,0,4.0,1,rent,13287,1965,300561,8.8,41382,102891,1.9,0,trading,gold,0.465,55,0.389,1.9,0.312,0.4233,0.5024,0.3615,0.5767,27.6596,0.48,0.1377,0
salaried,33,806,37501,325005,0,2.3,0,rent,17444,8415,0,0.0,0,0,0.0,0,none,personal,0.106,30,0.218,0.5,0.4,0.3104,0.4652,0.7222,0.6896,13.8463,0.0,0.1102,0
salaried,35,616,34800,1179739,0,9.5,0,rent,20837,8356,0,0.0,0,0,0.0,0,none,business,0.5,117,0.127,5.3,0.218,0.1611,0.5988,2.825,0.8389,3.5398,0.0,0.1411,0
self_employed,30,668,81180,1991949,2,3.7,1,rent,44670,11019,260191,31.2,29173,88331,3.1,1,service,education,0.704,46,0.342,3.1,0.554,0.314,0.5503,2.0448,0.686,4.8905,0.4516,0.1121,0
salaried,36,582,122692,766101,0,0.8,1,owned,80125,7253,0,0.0,0,0,0.0,0,none,home,0.672,1,0.265,1.4,0.148,0.2878,0.6531,0.5203,0.7122,19.2181,0.0,0.0,1
salaried,35,595,128297,1327217,0,1.1,8,rent,66910,16503,0,0.0,0,0,0.0,0,none,personal,0.745,8,0.339,0.1,0.266,0.3498,0.5215,0.8621,0.6502,11.5999,0.0,0.0503,0
salaried,30,745,31811,446221,0,0.5,0,owned,19980,5994,0,0.0,0,0,0.0,0,none,personal,0.486,6,0.171,1.5,0.22,0.1835,0.6281,1.1689,0.8165,8.5548,0.0,0.0,0
salaried,36,680,21090,349401,0,0.6,1,rent,11783,2156,0,0.0,0,0,0.0,0,none,vehicle,0.609,1,0.428,2.7,0.08,0.3391,0.5587,1.3806,0.6609,7.2433,0.0,0.1113,0
salaried,41,648,51005,637627,0,2.2,1,owned,21964,2780,0,0.0,0,0,0.0,0,none,vehicle,0.402,25,0.526,4.0,0.207,0.5149,0.4306,1.0418,0.4851,9.599,0.0,0.0,0
salaried,32,784,50012,1039456,2,5.5,1,rent,31583,8996,0,0.0,0,0,0.0,0,none,home,0.246,69,0.219,2.7,0.04,0.1886,0.6315,1.732,0.8114,5.7736,0.0,0.0321,0
self_employed,23,602,12684,66287,0,3.0,0,owned,7691,1950,56122,22.6,11027,14670,10.9,1,service,business,0.753,31,0.235,10.9,0.325,0.2399,0.6064,0.4355,0.7601,22.962,0.4579,0.1965,1
self_employed,39,809,38098,309408,0,0.9,0,rent,18838,2528,104092,36.6,8059,35295,1.9,1,service,business,0.655,1,0.383,1.9,0.345,0.4392,0.4945,0.6768,0.5608,14.7758,0.4165,0.0774,0
self_employed,36,712,11365,164164,0,0.6,6,owned,4008,1770,90199,12.6,14682,27329,11.7,1,trading,business,0.578,1,0.534,11.7,0.298,0.4916,0.3527,1.2037,0.5084,8.3075,0.4658,0.1628,0
self_employed,33,824,42181,875291,0,7.6,0,rent,19534,7717,128602,32.8,19876,24530,8.5,1,service,home,0.195,106,0.427,8.5,0.431,0.354,0.4631,1.7292,0.646,5.7829,0.3453,0.1546,0
salaried,28,638,50458,507844,0,0.6,1,owned,21348,10801,0,0.0,0,0,0.0,0,none,home,0.855,1,0.313,2.2,0.316,0.3629,0.4231,0.8387,0.6371,11.9229,0.0,0.0,0
salaried,35,812,60644,1509373,0,1.5,9,owned,29665,7263,0,0.0,0,0,0.0,0,none,home,0.398,15,0.317,0.7,0.073,0.3911,0.4892,2.0741,0.6089,4.8214,0.0,0.0,0
self_employed,37,780,18000,169322,0,1.7,2,rent,7082,1084,50000,36.0,5030,15344,0.5,1,service,home,0.179,20,0.558,0.5,0.6,0.5463,0.3934,0.7839,0.4537,12.7568,0.4075,0.1006,0
salaried,42,655,96952,857997,0,9.4,0,rent,56987,19767,0,0.0,0,0,0.0,0,none,gold,0.528,115,0.164,0.4,0.114,0.2083,0.5878,0.7375,0.7917,13.5598,0.0,0.129,0
salaried,23,719,35253,326317,0,0.7,1,rent,18016,8681,0,0.0,0,0,0.0,0,none,personal,0.262,16,0.308,2.4,0.194,0.2427,0.511,0.7714,0.7573,12.964,0.0,0.0588,0
self_employed,31,653,4700,53122,2,11.0,4,owned,2092,816,50000,9.4,4281,8749,4.1,1,trading,personal,0.591,138,0.31,4.1,0.226,0.3813,0.4451,0.9419,0.6187,10.6171,0.2606,0.0856,1
self_employed,38,783,12508,136952,0,0.5,0,owned,6524,1628,137454,9.1,26786,20817,5.4,1,trading,vehicle,0.212,9,0.325,5.4,0.399,0.3483,0.5216,0.9124,0.6517,10.9598,0.3463,0.1949,0
salaried,45,627,25999,563193,3,1.7,2,rent,13037,3077,0,0.0,0,0,0.0,0,none,personal,0.595,11,0.369,4.1,0.283,0.3802,0.5014,1.8052,0.6198,5.5396,0.0,0.0527,0
self_employed,30,742,22813,182155,0,7.5,0,rent,11179,4213,200112,11.4,16490,68402,5.0,1,trading,vehicle,0.672,101,0.418,5.0,0.6,0.3253,0.49,0.6654,0.6747,15.0287,0.4242,0.0824,0
salaried,32,653,74499,1624698,0,0.5,7,owned,43682,9590,0,0.0,0,0,0.0,0,none,home,0.779,8,0.281,2.8,0.201,0.2849,0.5863,1.8174,0.7151,5.5025,0.0,0.0,1
self_employed,32,653,16451,294361,0,2.3,2,owned,8649,2305,102183,16.1,5919,28767,0.5,1,manufacturing,education,0.737,30,0.314,0.5,0.456,0.3341,0.5257,1.4911,0.6659,6.7065,0.3394,0.0579,0
self_employed,37,695,15133,333116,0,5.7,0,owned,10125,1897,67256,22.5,7779,11379,3.3,1,manufacturing,home,0.453,56,0.163,3.3,0.424,0.2056,0.6691,1.8344,0.7944,5.4514,0.2849,0.1157,0
self_employed,30,682,13439,81075,0,5.4,0,rent,8516,910,100292,13.4,5947,24492,0.5,0,trading,business,0.204,67,0.295,0.5,0.137,0.2986,0.6337,0.5027,0.7014,19.8912,0.3035,0.0593,0
salaried,30,672,81606,1538737,0,2.4,1,owned,59475,9271,0,0.0,0,0,0.0,0,none,personal,0.477,30,0.156,10.0,0.131,0.1576,0.7288,1.5713,0.8424,6.3641,0.0,0.0,1
salaried,52,695,78999,1128558,0,2.9,0,owned,48274,7138,0,0.0,0,0,0.0,0,none,business,0.473,25,0.308,3.4,0.157,0.2986,0.6111,1.1905,0.7014,8.4,0.0,0.0,0
salaried,39,623,45698,605209,0,2.6,2,owned,27588,3507,0,0.0,0,0,0.0,0,none,personal,0.524,29,0.34,4.4,0.156,0.3196,0.6037,1.1036,0.6804,9.0609,0.0,0.0,0
salaried,33,761,88223,1563751,0,10.6,3,rent,49034,9703,0,0.0,0,0,0.0,0,none,home,0.399,123,0.271,1.1,0.372,0.3342,0.5558,1.4771,0.6658,6.7701,0.0,0.0912,0
salaried,35,629,35139,131716,0,8.6,1,rent,17139,4968,0,0.0,0,0,0.0,0,none,personal,0.178,101,0.345,3.5,0.185,0.3709,0.4877,0.3124,0.6291,32.0134,0.0,0.1365,0
salaried,34,660,17577,207680,0,7.0,0,rent,11429,2497,0,0.0,0,0,0.0,0,none,business,0.835,84,0.159,5.9,0.105,0.2077,0.6502,0.9846,0.7923,10.1562,0.0,0.0499,1
salaried,34,591,17337,142017,0,3.7,0,rent,11365,2271,0,0.0,0,0,0.0,0,none,gold,0.733,30,0.221,6.6,0.09,0.2135,0.6555,0.6826,0.7865,14.6492,0.0,0.0679,0
salaried,25,633,53889,643326,3,1.4,6,rent,17997,8555,0,0.0,0,0,0.0,0,none,education,0.345,17,0.515,5.0,0.143,0.5073,0.334,0.9948,0.4927,10.0519,0.0,0.0608,0
self_employed,45,631,7448,101989,0,0.7,0,owned,2650,1008,59586,12.5,7547,12595,13.6,1,trading,personal,0.729,1,0.561,13.6,0.6,0.5089,0.3558,1.1411,0.4911,8.7633,0.338,0.1267,1
salaried,46,759,17256,129654,3,1.1,6,rent,8497,2282,0,0.0,0,0,0.0,0,none,education,0.169,11,0.48,1.8,0.381,0.3753,0.4924,0.6261,0.6247,15.9711,0.0,0.0737,0
salaried,44,757,22649,143514,0,3.7,2,rent,12324,2117,0,0.0,0,0,0.0,0,none,vehicle,0.355,43,0.283,0.7,0.377,0.3624,0.5441,0.528,0.6376,18.9381,0.0,0.0434,1
salaried,40,683,77827,532532,2,6.0,3,rent,35621,18135,0,0.0,0,0,0.0,0,none,business,0.369,78,0.333,3.6,0.182,0.3093,0.4577,0.5702,0.6907,17.5374,0.0,0.0669,0
salaried,21,654,26713,265095,2,1.0,1,owned,14121,5652,0,0.0,0,0,0.0,0,none,home,0.278,1,0.274,0.6,0.242,0.2598,0.5286,0.827,0.7402,12.0921,0.0,0.0,0
self_employed,38,817,10150,343267,0,0.5,0,rent,3501,583,50000,20.3,7372,15850,7.0,1,service,home,0.013,1,0.567,7.0,0.488,0.5976,0.3449,2.8183,0.4024,3.5483,0.4644,0.1474,0
salaried,36,726,60282,689831,1,7.2,0,rent,33189,14859,0,0.0,0,0,0.0,0,none,gold,0.242,88,0.245,0.1,0.128,0.2029,0.5506,0.9536,0.7971,10.4864,0.0,0.1233,0
self_employed,31,626,12450,240332,0,2.2,5,owned,8171,1461,50000,24.9,3439,13194,0.5,1,service,education,0.452,14,0.186,0.5,0.406,0.2263,0.6563,1.6086,0.7737,6.2164,0.3327,0.0688,0
self_employed,31,558,29967,688092,2,7.3,0,rent,16036,5276,225317,13.3,30951,33042,0.8,0,trading,vehicle,0.539,90,0.303,0.8,0.548,0.2888,0.5351,1.9135,0.7112,5.2261,0.284,0.1374,0
salaried,24,775,65032,913955,0,4.0,0,rent,43918,5539,0,0.0,0,0,0.0,0,none,education,0.443,50,0.238,3.0,0.152,0.2395,0.6753,1.1712,0.7605,8.5385,0.0,0.0961,0
salaried,38,633,43181,742956,2,2.8,0,rent,25376,3053,0,0.0,0,0,0.0,0,none,personal,0.221,42,0.355,1.1,0.229,0.3416,0.5877,1.4338,0.6584,6.9745,0.0,0.0847,0
salaried,34,632,82482,1611927,0,0.5,0,rent,52161,20482,0,0.0,0,0,0.0,0,none,education,0.409,8,0.144,3.1,0.092,0.1193,0.6324,1.6286,0.8807,6.1404,0.0,0.0059,0
self_employed,40,628,21399,299614,1,0.5,5,rent,9632,3082,148601,14.4,21544,41647,1.2,1,trading,home,0.857,12,0.391,1.2,0.301,0.4059,0.4501,1.1668,0.5941,8.5706,0.4252,0.145,1
salaried,25,660,31013,271226,4,5.0,0,rent,16944,5456,0,0.0,0,0,0.0,0,none,home,0.53,60,0.218,2.1,0.123,0.2777,0.5464,0.7288,0.7223,13.7213,0.0,0.1224,0
self_employed,32,666,13950,384911,0,0.5,1,owned,9132,1557,50000,27.9,6059,15201,2.3,1,manufacturing,personal,0.39,12,0.299,2.3,0.409,0.2338,0.6546,2.2993,0.7662,4.3491,0.4252,0.1212,1
salaried,32,652,119713,2740394,1,1.0,0,rent,57216,11653,0,0.0,0,0,0.0,0,none,home,0.38,8,0.48,0.1,0.203,0.4247,0.4779,1.9076,0.5753,5.2422,0.0,0.1098,0
salaried,38,747,19446,267919,0,2.4,0,rent,12535,2434,0,0.0,0,0,0.0,0,none,gold,0.75,39,0.19,2.6,0.144,0.2302,0.6446,1.1481,0.7698,8.7098,0.0,0.1429,1
salaried,32,737,82416,676846,0,5.0,1,owned,59311,10539,0,0.0,0,0,0.0,0,none,business,0.384,50,0.197,10.1,0.317,0.1525,0.7197,0.6844,0.8475,14.6118,0.0,0.0,1
salaried,29,551,95182,1107254,0,1.1,4,rent,52921,12497,0,0.0,0,0,0.0,0,none,education,0.692,18,0.391,0.5,0.21,0.3127,0.556,0.9694,0.6873,10.3155,0.0,0.0553,1
self_employed,39,642,12313,50000,0,12.2,0,rent,6887,934,93280,13.2,14241,21063,5.8,1,manufacturing,home,0.37,152,0.379,5.8,0.516,0.3648,0.5593,0.3384,0.6352,29.5512,0.3785,0.1527,0
self_employed,28,682,8419,118864,0,3.9,3,rent,4929,1524,67892,12.4,7021,20179,1.1,1,trading,home,0.279,58,0.184,1.1,0.6,0.2335,0.5855,1.1765,0.7665,8.4995,0.4006,0.1034,0
salaried,43,743,43466,463672,0,0.5,3,rent,17523,5077,0,0.0,0,0,0.0,0,none,personal,0.4,12,0.46,2.0,0.1,0.4801,0.4031,0.889,0.5199,11.2492,0.0,0.0738,0
salaried,37,718,34487,414130,0,3.2,1,rent,20412,3926,0,0.0,0,0,0.0,0,none,vehicle,0.369,33,0.228,3.7,0.177,0.2943,0.5919,1.0007,0.7057,9.9931,0.0,0.1113,0
salaried,33,760,66927,625699,0,13.0,2,owned,48268,15071,0,0.0,0,0,0.0,0,none,home,0.451,164,0.026,0.5,0.157,0.0536,0.7212,0.7791,0.9464,12.8356,0.0,0.0,0
salaried,39,691,48444,1042293,0,3.5,0,rent,18558,4338,0,0.0,0,0,0.0,0,none,home,0.334,35,0.571,1.4,0.106,0.5274,0.3831,1.793,0.4726,5.5774,0.0,0.1255,0
salaried,39,729,116508,1249980,0,1.4,0,rent,68523,17395,0,0.0,0,0,0.0,0,none,education,0.453,11,0.214,0.8,0.292,0.2626,0.5881,0.8941,0.7374,11.1849,0.0,0.1422,0
salaried,29,569,83918,1190897,1,0.7,2,owned,35525,14379,0,0.0,0,0,0.0,0,none,home,0.726,6,0.428,0.4,0.4,0.4053,0.4233,1.1826,0.5947,8.4559,0.0,0.0,0
salaried,24,668,44375,288053,0,1.6,1,owned,26957,7463,0,0.0,0,0,0.0,0,none,personal,0.643,16,0.264,4.0,0.132,0.2243,0.6075,0.5409,0.7757,18.4862,0.0,0.0,1
self_employed,31,802,21147,228982,0,5.0,1,owned,9578,2463,62381,33.9,6034,18448,2.3,1,service,business,0.274,59,0.357,2.3,0.527,0.4306,0.4529,0.9023,0.5694,11.0823,0.3925,0.0967,0
self_employed,38,502,42999,367868,0,4.4,0,owned,21649,3718,159254,27.0,19111,18024,0.5,1,service,home,0.708,53,0.436,0.5,0.6,0.4101,0.5035,0.7129,0.5899,14.0264,0.2332,0.12,0
salaried,24,787,15000,126532,0,4.0,0,owned,10100,2159,0,0.0,0,0,0.0,0,none,gold,0.452,49,0.297,0.1,0.119,0.1827,0.6733,0.703,0.8173,14.2257,0.0,0.0,0
salaried,45,681,79032,1386288,0,4.4,5,rent,55195,17497,0,0.0,0,0,0.0,0,none,home,0.409,51,0.098,3.0,0.057,0.0802,0.6984,1.4617,0.9198,6.8412,0.0,0.1125,1
self_employed,32,582,14465,171486,3,2.9,0,rent,7758,2289,60779,23.8,7015,8462,11.8,1,service,vehicle,0.669,41,0.383,11.8,0.309,0.3054,0.5363,0.9879,0.6946,10.1221,0.2546,0.1154,1
salaried,21,697,29043,241132,1,0.5,0,owned,15038,5437,0,0.0,0,0,0.0,0,none,home,0.347,6,0.298,1.0,0.199,0.295,0.5178,0.6919,0.705,14.4533,0.0,0.0,0
self_employed,39,712,9148,50000,0,2.9,1,rent,5600,733,59020,15.5,11503,7830,1.9,0,manufacturing,education,0.606,50,0.305,1.9,0.521,0.3077,0.6122,0.4555,0.6923,21.9552,0.3276,0.1949,1
salaried,39,733,29869,542317,2,9.9,2,rent,19376,7026,0,0.0,0,0,0.0,0,none,home,0.491,121,0.057,11.9,0.321,0.1161,0.6487,1.513,0.8839,6.6092,0.0,0.1498,0
salaried,42,676,28010,207070,0,0.5,1,rent,10908,3565,0,0.0,0,0,0.0,0,none,gold,0.543,1,0.561,2.6,0.059,0.4833,0.3894,0.6161,0.5167,16.2322,0.0,0.0865,1
salaried,38,698,34297,1374595,0,1.3,1,owned,18176,5704,0,0.0,0,0,0.0,0,none,business,0.41,11,0.345,0.6,0.309,0.3037,0.53,3.3399,0.6963,2.9941,0.0,0.0,0
salaried,30,688,97973,1537281,0,10.0,4,rent,44161,7610,0,0.0,0,0,0.0,0,none,vehicle,0.285,116,0.487,1.4,0.4,0.4716,0.4507,1.3076,0.5284,7.6478,0.0,0.1212,0
salaried,36,747,72364,1649091,0,0.5,3,rent,37194,10013,0,0.0,0,0,0.0,0,none,home,0.311,11,0.309,6.8,0.177,0.3476,0.514,1.8991,0.6524,5.2657,0.0,0.0377,0
self_employed,38,767,29651,127699,0,1.1,0,owned,17682,4426,151279,19.6,25493,23364,4.5,1,service,personal,0.311,17,0.31,4.5,0.6,0.2544,0.5963,0.3589,0.7456,27.8633,0.323,0.1685,0
salaried,29,791,84903,945221,0,1.4,3,rent,38223,9974,0,0.0,0,0,0.0,0,none,personal,0.214,15,0.501,3.7,0.157,0.4323,0.4502,0.9277,0.5677,10.7788,0.0,0.0437,0
self_employed,31,694,8397,79750,0,7.9,9,rent,5479,833,57514,14.6,5336,17151,9.4,1,manufacturing,business,0.631,90,0.196,9.4,0.397,0.2483,0.6525,0.7915,0.7517,12.635,0.391,0.0928,1
salaried,32,813,43142,446149,0,12.0,1,rent,24895,5895,0,0.0,0,0,0.0,0,none,personal,0.317,146,0.318,5.2,0.167,0.2863,0.577,0.8618,0.7137,11.6038,0.0,0.079,0
salaried,43,622,31752,760110,0,0.5,3,owned,19361,7421,0,0.0,0,0,0.0,0,none,home,0.328,8,0.081,2.0,0.229,0.1565,0.6098,1.9949,0.8435,5.0127,0.0,0.0,0
salaried,21,688,44462,947579,0,0.5,2,rent,27024,3922,0,0.0,0,0,0.0,0,none,vehicle,0.487,10,0.266,1.0,0.025,0.304,0.6078,1.776,0.696,5.6306,0.0,0.093,0
salaried,31,521,67021,792337,3,11.0,0,owned,31955,6238,0,0.0,0,0,0.0,0,none,education,0.703,130,0.388,6.8,0.058,0.4301,0.4768,0.9852,0.5699,10.1504,0.0,0.0,0
self_employed,24,821,23167,294626,0,4.0,0,owned,14986,3497,81287,28.5,7933,23701,2.8,1,service,home,0.434,56,0.173,2.8,0.6,0.2022,0.6469,1.0598,0.7978,9.4358,0.3892,0.0976,0
self_employed,38,470,21420,337044,1,0.5,1,owned,10162,3476,75424,28.4,6022,18888,0.5,1,service,personal,0.392,12,0.394,0.5,0.6,0.3633,0.4744,1.3113,0.6367,7.6263,0.3303,0.0798,0
self_employed,35,629,24734,412175,0,2.5,0,rent,9898,4227,140534,17.6,14970,32799,0.5,0,manufacturing,personal,0.308,25,0.386,0.5,0.38,0.4289,0.4002,1.3887,0.5711,7.201,0.3399,0.1065,0
self_employed,33,671,48840,1229271,1,1.8,1,owned,22365,7175,192283,25.4,17256,40794,3.1,1,manufacturing,vehicle,0.393,21,0.358,3.1,0.6,0.3952,0.4579,2.0974,0.6048,4.7677,0.3019,0.0897,0
self_employed,34,532,10025,100901,1,0.5,0,owned,5968,1006,75950,13.2,9536,11063,3.4,1,manufacturing,personal,0.842,3,0.38,3.4,0.493,0.3043,0.5953,0.8387,0.6957,11.9226,0.2712,0.1256,1
self_employed,33,558,10816,125115,0,0.5,5,owned,5010,851,86531,12.5,7503,27722,2.2,1,manufacturing,gold,0.847,1,0.503,2.2,0.524,0.4581,0.4632,0.964,0.5419,10.3738,0.4071,0.0867,0
salaried,40,821,33750,490136,0,9.5,1,owned,17147,8071,0,0.0,0,0,0.0,0,none,vehicle,0.164,108,0.229,8.7,0.037,0.2528,0.5081,1.2102,0.7472,8.263,0.0,0.0,0
self_employed,34,656,63642,1239662,1,3.8,0,rent,31389,11648,271973,23.4,15719,85654,2.5,0,manufacturing,education,0.297,48,0.393,2.5,0.055,0.3238,0.4932,1.6232,0.6762,6.1606,0.3727,0.0578,0
salaried,35,561,15000,137820,0,1.1,3,rent,7530,1088,0,0.0,0,0,0.0,0,none,business,0.539,13,0.351,2.8,0.01,0.4255,0.502,0.7657,0.5745,13.0605,0.0,0.0197,0
salaried,31,685,15000,472207,0,0.6,1,rent,9729,3467,0,0.0,0,0,0.0,0,none,home,0.256,2,0.125,10.7,0.139,0.1203,0.6486,2.6234,0.8797,3.8119,0.0,0.092,0
salaried,41,711,35527,402564,1,0.7,4,rent,25951,8625,0,0.0,0,0,0.0,0,none,education,0.41,4,0.029,0.1,0.306,0.0268,0.7305,0.9443,0.9732,10.5902,0.0,0.1209,1
salaried,33,726,15000,141442,0,3.4,0,owned,10137,872,0,0.0,0,0,0.0,0,none,home,0.679,32,0.314,1.0,0.129,0.2661,0.6758,0.7858,0.7339,12.7261,0.0,0.0,1
self_employed,21,700,24918,381554,0,1.0,8,owned,10987,2121,112242,22.2,15268,17264,7.9,1,service,home,0.566,13,0.579,7.9,0.259,0.474,0.4409,1.276,0.526,7.8368,0.2898,0.136,0
salaried,39,540,55676,566255,0,2.4,2,rent,42015,9233,0,0.0,0,0,0.0,0,none,home,0.786,28,0.135,2.4,0.287,0.0795,0.7546,0.8475,0.9205,11.7988,0.0,0.0811,1
self_employed,21,734,36628,621362,0,1.0,1,owned,16915,3829,256143,14.3,39165,41617,0.5,1,trading,home,0.648,23,0.378,0.5,0.298,0.4337,0.4618,1.4137,0.5663,7.0738,0.3154,0.1529,0
salaried,49,675,93531,1270394,0,3.1,0,rent,60022,9907,0,0.0,0,0,0.0,0,none,personal,0.788,40,0.269,1.5,0.22,0.2523,0.6417,1.1319,0.7477,8.8348,0.0,0.069,1
salaried,24,778,68044,1371307,0,4.0,0,rent,34004,7949,0,0.0,0,0,0.0,0,none,vehicle,0.132,52,0.385,4.0,0.029,0.3834,0.4997,1.6794,0.6166,5.9544,0.0,0.056,0
salaried,33,764,65351,468024,0,1.7,1,rent,29319,8692,0,0.0,0,0,0.0,0,none,home,0.24,23,0.468,0.3,0.058,0.4184,0.4486,0.5968,0.5816,16.7558,0.0,0.1249,0
self_employed,37,608,15553,202867,0,6.9,0,rent,7183,1696,162008,9.6,20256,50240,4.8,1,trading,home,0.879,90,0.43,4.8,0.115,0.4291,0.4618,1.087,0.5709,9.1999,0.4351,0.125,0
self_employed,41,670,18937,190944,0,4.3,2,owned,11092,3551,91484,20.7,6607,26217,0.5,0,manufacturing,education,0.581,43,0.277,0.5,0.428,0.2268,0.5857,0.8403,0.7732,11.9011,0.3588,0.0722,1
salaried,35,597,60553,359905,0,4.5,2,rent,40839,6820,0,0.0,0,0,0.0,0,none,gold,0.647,57,0.184,0.4,0.286,0.2129,0.6744,0.4953,0.7871,20.1897,0.0,0.1005,0
self_employed,30,767,19915,257176,0,3.3,2,rent,9466,1780,79029,25.2,11340,9016,0.5,1,service,personal,0.179,41,0.46,0.5,0.427,0.4353,0.4753,1.0761,0.5647,9.2925,0.2576,0.1435,0
salaried,41,544,62309,787892,0,0.5,0,rent,35806,10111,0,0.0,0,0,0.0,0,none,personal,0.684,4,0.314,3.1,0.335,0.2631,0.5747,1.0537,0.7369,9.49,0.0,0.0964,0
self_employed,39,683,8200,191580,0,3.8,0,rent,2562,1092,50000,16.4,9975,14385,4.1,1,manufacturing,education,0.726,52,0.566,4.1,0.34,0.5544,0.3124,1.947,0.4456,5.1362,0.4872,0.1995,0
salaried,24,627,46746,479306,0,2.4,6,rent,22730,9218,0,0.0,0,0,0.0,0,none,business,0.545,27,0.223,4.0,0.136,0.3166,0.4862,0.8545,0.6834,11.7034,0.0,0.0951,0
salaried,37,603,89598,2707108,0,4.7,1,rent,57604,8941,0,0.0,0,0,0.0,0,none,education,0.697,61,0.199,6.7,0.33,0.2573,0.6429,2.5178,0.7427,3.9717,0.0,0.0567,1
salaried,35,681,26102,456828,0,2.9,0,owned,14641,1947,0,0.0,0,0,0.0,0,none,home,0.401,35,0.387,2.4,0.08,0.3645,0.5609,1.4585,0.6355,6.8565,0.0,0.0,0
salaried,27,691,169908,3504339,0,1.8,1,owned,78128,10780,0,0.0,0,0,0.0,0,none,home,0.466,20,0.543,1.2,0.087,0.4767,0.4598,1.7187,0.5233,5.8182,0.0,0.0,0
self_employed,26,678,21204,144482,0,0.5,2,owned,10903,2789,201947,10.5,10353,62564,0.5,1,trading,home,0.273,1,0.433,0.5,0.568,0.3543,0.5142,0.5678,0.6457,17.6111,0.3611,0.0513,1
salaried,36,758,15994,125780,1,0.5,0,owned,9661,941,0,0.0,0,0,0.0,0,none,education,0.38,1,0.314,2.1,0.1,0.3371,0.604,0.6553,0.6629,15.259,0.0,0.0,0
self_employed,43,490,9967,100095,0,0.5,0,rent,5022,1373,72227,13.8,11945,17998,1.6,0,trading,business,0.596,13,0.248,1.6,0.48,0.3584,0.5039,0.8369,0.6416,11.949,0.4146,0.1654,0
salaried,24,599,27870,309757,1,3.9,5,rent,12808,4944,0,0.0,0,0,0.0,0,none,business,0.799,47,0.303,2.3,0.263,0.363,0.4596,0.9262,0.637,10.7969,0.0,0.0897,0
self_employed,42,761,15717,203929,0,0.9,2,owned,9036,1012,158754,9.9,12927,33947,9.6,0,trading,personal,0.372,19,0.4,9.6,0.561,0.3607,0.5749,1.0813,0.6393,9.2485,0.2953,0.0814,1
self_employed,29,845,14025,232841,0,1.0,3,rent,8664,909,68748,20.4,11750,12950,4.1,0,manufacturing,home,0.213,25,0.352,4.1,0.586,0.3174,0.6178,1.3835,0.6826,7.2281,0.3593,0.1709,0
self_employed,27,670,30208,579466,0,4.9,4,rent,14075,4831,165071,18.3,20167,30264,2.4,1,service,home,0.546,58,0.399,2.4,0.376,0.3741,0.4659,1.5985,0.6259,6.2557,0.3055,0.1222,0
salaried,23,521,19886,567249,0,0.6,0,owned,10307,1784,0,0.0,0,0,0.0,0,none,business,0.661,8,0.39,0.2,0.06,0.392,0.5183,2.3771,0.608,4.2068,0.0,0.0,1
self_employed,47,602,26824,420495,1,1.3,0,rent,12299,5219,76422,35.1,10797,26192,1.9,1,service,home,0.91,17,0.257,1.9,0.582,0.3469,0.4585,1.3063,0.6531,7.655,0.484,0.1413,1
self_employed,24,798,14029,165557,0,4.0,0,rent,5302,2419,71211,19.7,7580,13587,0.5,1,manufacturing,home,0.189,51,0.52,0.5,0.215,0.4496,0.3779,0.9834,0.5504,10.1686,0.2972,0.1064,0
salaried,23,644,35297,644422,0,3.0,1,owned,19190,2178,0,0.0,0,0,0.0,0,none,home,0.696,29,0.352,1.4,0.4,0.3946,0.5437,1.5214,0.6054,6.5728,0.0,0.0,1
self_employed,35,654,8760,135162,0,1.9,1,owned,5406,1265,78213,11.2,13260,19366,0.5,1,trading,vehicle,0.48,21,0.199,0.5,0.6,0.2385,0.6171,1.2858,0.7615,7.7773,0.4171,0.1695,0
salaried,27,743,21292,222588,2,6.4,7,owned,14704,3573,0,0.0,0,0,0.0,0,none,home,0.732,87,0.226,0.9,0.173,0.1416,0.6906,0.8712,0.8584,11.4788,0.0,0.0,1
salaried,32,674,29836,279012,3,1.6,4,owned,13212,1732,0,0.0,0,0,0.0,0,none,education,0.861,22,0.475,3.5,0.152,0.4991,0.4428,0.7793,0.5009,12.8321,0.0,0.0,1
